Time (Sec);S8;S6;S7;S9;S1;S14;S13;S23;S12;S15;S5;S3;S4;S17;S28;S19;S27;S18;S20;S16;S11;
0.0;20.0;20.0;20.0;20.0;19160.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;
0.10333333333333336;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19160.0;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;19.999000000000002;
0.20333333333333345;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19160.0;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;19.998000000000005;
0.3033333333333335;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19160.0;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;19.997000000000007;
0.4033333333333336;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19160.0;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;19.99600000000001;
0.5033333333333336;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19160.0;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;19.99500000000001;
0.6033333333333337;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19160.0;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;19.994000000000014;
0.7033333333333338;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19160.0;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;19.993000000000016;
0.8033333333333339;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19160.0;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;19.99200000000002;
0.903333333333334;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19160.0;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;19.99100000000002;
1.003333333333334;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19160.0;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;19.990000000000023;
1.103333333333332;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19160.0;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;19.989000000000026;
1.2033333333333298;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19160.0;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;19.988000000000028;
1.3033333333333277;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19160.0;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;19.98700000000003;
